a	vocal baja central.
allimukuña	Abatir. Echar por tierra una pared.
allinukuña	<span foreground="#228B22">verbo transitivo.</span> Derribar. Echar a tierra. Derribar una muralla. <span foreground="#228B22">Sinón:</span> <i>allimuchuña, allimukuña.</i>
alliña	<span foreground="#228B22">verbo transitivo.</span> Acción de cavar la tierra. <span foreground="#228B22">Sinón:</span> <i>phat'aña.</i>
alliña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">figurado.</span> Echar o arrojar de la tostadora a algún envase al tostar cereales.
allintaña	<span foreground="#228B22">verbo transitivo.</span> Sepultar. Enterrar. <span foreground="#228B22">Ejem:</span> <span foreground="#228B22">figurado.</span> <i>Imantaña</i>. <span foreground="#228B22">Sinón:</span> <i>p'amp'antaña.</i>
allinuqtaña	<span foreground="#228B22">verbo intransitivo.</span> Caer la pared de todas partes o totalmente.
alliqaña	<span foreground="#228B22">verbo transitivo.</span> Desprender una pared. <span foreground="#228B22">Sinón:</span> <i>k'uphaqaña.</i>
allitataña	<span foreground="#228B22">verbo transitivo.</span> Demoler, derrumbar, destruir. <span foreground="#228B22">Sinón:</span> <i>k'upthapiña, t'unthapiña, allthapiña, luxitataña.</i>
alljaña	<span foreground="#228B22">verbo intransitivo.</span> <span foreground="#228B22">figurado.</span> Abrir el suelo cavando.
allmilla	<span foreground="#660099">(de castellano)</span> <span foreground="#228B22">sustantivo.</span> Camisa de bayeta.
allpachu	<span foreground="#228B22">sustantivo.</span> Alpaca <span foreground="#660099">(de aymara-quechua)</span>.
allpaña	<span foreground="#228B22">No estandarizado.</span> (loa.) <span foreground="#228B22">verbo transitivo.</span> Pegar plumas, hacer adornos con plumas pegadas (adornos que se usan en el baile llamado espej<i>illani</i> <i>lichiwayu</i>) <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
allpaqa	<span foreground="#228B22">sustantivo.</span> Alpaca <span foreground="#660099">(de aymara-quechua)</span>. Una especie de camélidos andinos, mamífero rumiante. <span foreground="#228B22">Sinón:</span> <i>allpachu.</i>
allpi	<span foreground="#228B22">sustantivo.</span> Gacha. Comida compuesta de harina cocida con agua, leche y sal. Mazamorra. <span foreground="#228B22">Sinón:</span> <i>chamqa, juchhacha.</i>
allpiña	<span foreground="#228B22">verbo transitivo.</span> Cocinar mazamorra.
allqa	<span foreground="#228B22">adjetivo.</span> Objeto o animal de dos colores, con manchas enteras y grandes.
allqamari	<span foreground="#660099">(de aymara)</span>. <span foreground="#228B22">sustantivo.</span> Alcamar. Especie de ave de rapiña del Perú (<i>catartes aura</i>).
allqaña	<span foreground="#228B22">verbo transitivo.</span> Colorear un tejido u otro en especial en blanco y negro.
allqaña	<span foreground="#228B22">verbo intransitivo.</span> Fracasar, no conseguir lo intentado.
allqaña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">figurado.</span> Incumplir un trabajo concertado. <span foreground="#228B22">Sinón:</span> <i>ch'inaña.</i>
allqasiña	<span foreground="#228B22">pronominal.</span> Frustrarse. <span foreground="#228B22">Sinón:</span> <i>q'ullusiña.</i>
allqatiti	<span foreground="#228B22">sustantivo.</span> Una especie de gusano con muchas patas de pelos amarillos y negros.
allqayaña	<span foreground="#228B22">verbo transitivo.</span> Frustrar. Privar a uno de lo que esperaba. <span foreground="#228B22">Sinón:</span> <i>allqasiyaña.</i>
allstaña	<span foreground="#228B22">verbo intransitivo.</span> Caer una pared hacia afuera.
allsuña	<span foreground="#228B22">verbo intransitivo.</span> Excavar.
allsuyaña	Hacer excavar.
allthapiña	Desplomar una pared. <span foreground="#228B22">Sinón:</span> <i>allinuqaña, luxitataña.</i>
allthapiña	<span foreground="#228B22">verbo transitivo.</span> Arrasar. Echar por tierra. <span foreground="#228B22">Sinón:</span> <i>sumpjaña, tukjaña.</i>
allu	<span foreground="#228B22">sustantivo.</span> Pene. Miembro viril.
allucha	<span foreground="#228B22">sustantivo.</span> Orzuelo, divieso pequeño que nace en el borde de uno de los párpados.
alluxa	<span foreground="#228B22">adjetivo.</span> Harto, -ta. Bastante. Abundante. Copioso, -sa. <span foreground="#228B22">Sinón:</span> <i>phatu, walja.</i>
allxataña	Cubrir con tierra o gramíneas.
amajaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Imaginar <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>. <span foreground="#228B22">Sinón:</span> <i>amuyaña.</i>
amajiri	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> <span foreground="#228B22">sustantivo.</span> Aspirante. Persona que aspira gozar del derecho de superación <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
amala	<span foreground="#228B22">sustantivo.</span> Nodriza, niñera. Ama de cría. <span foreground="#228B22">Sinón:</span> <i>mamala.</i>
amala	<span foreground="#228B22">sustantivo.</span> Chupón para bebé.
amallaqi	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">figurado.</span> Tubérculo de la<b> </b><i>t'ula</i> y paja. <span foreground="#228B22">Sinón:</span> <i>amañuqi, amañaqi.</i>
amanawi	<span foreground="#228B22">No estandarizado.</span> <span foreground="#660099">(Norte Potosí)</span>. Sin interrupción, con mucha frecuencia <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
amankaya	<span foreground="#228B22">sustantivo.</span> Azucena. <span foreground="#228B22">Sinón:</span> <i>amank'aya.</i>
amanu	<span foreground="#228B22">adverbio.</span> A propósito, con intención, al intento, sin motivo.
amanuta	<span foreground="#228B22">adverbio.</span> Adrede. A propósito. <span foreground="#228B22">Sinón:</span> <i>aliqata.</i>
amaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Anhelar, aspirar <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
amañaqi	<span foreground="#228B22">sustantivo.</span> Hernia, incordio. Tumor de entre piernas o axilas. <span foreground="#228B22">Sinón:</span> <i>amallaqi, amañuqi.</i>
amañuqi	<span foreground="#228B22">sustantivo.</span> Tubérculo de la <i>t'ula</i> y paja.
amaqari	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Yerba medicinal <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
amaru	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Tierra seca y dura. // Duro, fuerte <span foreground="#696969">(Fuentes: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
amata	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Anhelante. Estar ansioso <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
amawaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Amar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
amawaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Amor <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
amawt'a	<span foreground="#228B22">sustantivo.</span> Amauta. Filósofo, -fa. Pensador, sabio.
amawt'aña	<span foreground="#228B22">verbo intransitivo.</span> Filosofar. Reflexionar.
amawt'ayaña	<span foreground="#228B22">verbo transitivo.</span> Sugerir, dar ideas. <span foreground="#228B22">Sinón:</span> <i>amuyt'ayaña.</i>
amawt'iri	<span foreground="#228B22">sustantivo.</span> Pensador, -ra. Persona dedicado a estudiar y meditar profundamente sobre problemas trascendentales. <span foreground="#228B22">Sinón:</span> <i>lup'iñani, amuyt'ani.</i>
amawt'iri	<i>Lup'iri, amuyiri, amuyt'iri</i>. <span foreground="#228B22">adjetivo.</span> Idealista. Que piensa.
amaxaya	<span foreground="#228B22">sustantivo.</span> Variedad de papa <i>qhini</i>.
amaya imaña	cementerio. Sitio para enterrar cadáveres. <span foreground="#228B22">Sinón:</span> <i>pantiyma <span foreground="#660099">(de castellano)</span>.</i>
amaya	<span foreground="#228B22">sustantivo.</span> Cadáver. Cuerpo muerto. <span foreground="#228B22">Sinón:</span> <i>jiwata.</i>
amaya imata	<span foreground="#228B22">sustantivo.</span> Sepulcro.
amayaña	<span foreground="#228B22">verbo transitivo.</span> Darse cuenta, descubrir. <span foreground="#228B22">Sinón:</span> <i>amuyaña.</i>
amayt'aña	<span foreground="#228B22">verbo transitivo e intransitivo.</span> Pensar, cavilar, planificar pronto. <span foreground="#228B22">Sinón:</span> <i>amuyt'aña.</i>
amina	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Fábula, cuento, leyenda. Relato de ficción (4. 12).
aminaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Narrar, relatar <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
ämiña	<span foreground="#228B22">verbo intransitivo.</span> Refulgir el rayo desde muy lejos sin retumbar.
amiña	<span foreground="#228B22">verbo transitivo.</span> Empalagar. Empachar, ahitar. <span foreground="#228B22">Sinón:</span> <i>amjaña, amjayaña.</i>
amirjäsiña	<span foreground="#228B22">pronominal.</span> Hastiarse, empalagarse. <span foreground="#228B22">Sinón:</span> <i>amirjayasiña.</i>
amka llamayu	<span foreground="#228B22">No estandarizado.</span> Cosecha de papas <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>ch'uqi llamayu.</i>
amka	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Las primeras papas antes de la cosecha <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
amkachaña	Coger un surco, o dos papas de las primerizas. <span foreground="#228B22">Sinón:</span> <i>amqachaña.</i>
ampachäma	Imperativo. Cállese.
amkaraya	<span foreground="#228B22">sustantivo.</span> Malva común.
ampacha	<span foreground="#228B22">adverbio.</span> Silencio. Callado.
ampara muxsa	<span foreground="#228B22">figurado.</span> Desde el hombro hasta el codo.
ampara	<span foreground="#228B22">sustantivo.</span> Mano. Brazo. Antebrazo. Miembro superior del cuerpo, desde el hombro hasta la mano.
ampara t'uru	<span foreground="#228B22">sustantivo.</span> Regalo de papa por haber ayudado en el escarbe. <span foreground="#228B22">Sinón:</span> <i>t'uru.</i>
ampi	interj. Expresión de cortesía para rogar o para escuchar el ruego o charla, da mayor fuerza y respeto a la charla por parte de ambas personas. Pronunciar con énfasis puede ser descortesía o imperativo.
ampu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Altura. Elevación de algo sobre la superficie del suelo. Dimensión de un objeto desde la base hasta el vértice <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
ampuqi	<span foreground="#228B22">sustantivo.</span> Divieso. Absceso, acumulación de materia.
amputa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Altísimo, -ma. Muy alto.
amputa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">figurado.</span> <span foreground="#228B22">adjetivo.</span> <span foreground="#660099">(Tapacarí)</span> Cuesta arriba <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
amqa	<span foreground="#228B22">sustantivo.</span> Patata, nombre de la papa. <span foreground="#228B22">Sinón:</span> <i>amka.</i>
amsta	<span foreground="#228B22">adverbio.</span> Arriba. <span foreground="#228B22">Sinón:</span> <i>alaya, araxa, alaxa.</i>
amsta	<span foreground="#228B22">sustantivo.</span> Aquilón. Norte.
amsukaya	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Azucena. Planta de flores blancas muy olorosas. <span foreground="#228B22">Sinón:</span> <i>janq'u amankaya <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.</i>
amta	<span foreground="#228B22">sustantivo.</span> Memoria. Recuerdo. Remembranza. <span foreground="#228B22">Sinón:</span> <i>amuya.</i>
amta	<span foreground="#228B22">figurado.</span> Acuerdo. Tratado.
amta	<span foreground="#228B22">sustantivo.</span> Plan.
amta	<span foreground="#228B22">sustantivo.</span> Recuerdo. Memoria hecha de algo pasado. Remembranza.
amtäma	<span foreground="#228B22">adverbio.</span> <span foreground="#228B22">figurado.</span> Sin rumbo. Olvidándose de todo.
amtaña	<span foreground="#228B22">verbo transitivo e intransitivo.</span> Recordar, evocar. Traer a la memoria. <span foreground="#228B22">Sinón:</span> <i>amtasiña.</i>
amtaña	<i>Uruyaña</i>. <span foreground="#228B22">verbo transitivo.</span> Conmemorar. Recordar un acontecimiento.
amtaña	<span foreground="#228B22">verbo transitivo.</span> Acordar. Resolver, ponerse de acuerdo.
amtañani	<span foreground="#228B22">adjetivo.</span> Inteligente. <span foreground="#228B22">Sinón:</span> <i>ch'ikhi.</i>
amtasiña	<span foreground="#228B22">pronominal.</span> Acordarse.
amtasiña	<span foreground="#228B22">pronominal.</span> Arrepentirse.
amtata	<span foreground="#228B22">adjetivo.</span> Acordado, -da.
amtata	<span foreground="#228B22">adjetivo.</span> Decidido, -da. Atrevido, resuelto.
amtayaña	<span foreground="#228B22">verbo transitivo.</span> Instigar. Inducir o incitar. <span foreground="#228B22">Sinón:</span> <i>p'iqt'aña.</i>
amtayaña	<span foreground="#228B22">verbo transitivo.</span> Sugerir. Hacer entrar en el ánimo de alguien una idea, insinuándosela o inspirándosela.
amtkaña	<span foreground="#228B22">adjetivo.</span> Recordar mientras tanto.
amtkaya	<span foreground="#228B22">adjetivo.</span> Recordable. Que se puede recordar.
amu	<span foreground="#228B22">adverbio.</span> Silencioso, callado. <span foreground="#228B22">Ejem:</span> A<i>muwa sarnaqaña</i>. Hay que andar callado.
amucha	<span foreground="#228B22">sustantivo.</span> Capullo de la flor. <span foreground="#228B22">Sinón:</span> <i>amu, amuchu.</i>
amuchaña	<span foreground="#228B22">verbo intransitivo.</span> Salir el capullo de la flor.
